catalog_number,site_code,site_name,investigator_id,year_collected,month_collected,day_collected,start_year_collected,start_month_collected,start_day_collected,end_year_collected,end_month_collected,end_day_collected,sampling_method,phylum,class,order,family,scientific_name,japanese_name,standard_length,wet_weight,sex,remarks
MOT-LK-BWKFFSLWW0000001,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,102.0,36.3,,
MOT-LK-BWKFFSLWW0000002,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,96.0,30.1,,
MOT-LK-BWKFFSLWW0000003,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,99.0,35.5,,
MOT-LK-BWKFFSLWW0000004,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,97.0,33.5,,
MOT-LK-BWKFFSLWW0000005,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,114.0,50.7,,
MOT-LK-BWKFFSLWW0000006,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,104.0,43.5,,
MOT-LK-BWKFFSLWW0000007,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,84.0,20.2,,
MOT-LK-BWKFFSLWW0000008,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,108.0,49.8,,
MOT-LK-BWKFFSLWW0000009,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,92.0,30.2,,
MOT-LK-BWKFFSLWW0000010,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,100.0,41.5,,
MOT-LK-BWKFFSLWW0000011,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,104.0,40.1,,
MOT-LK-BWKFFSLWW0000012,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,126.0,62.1,,
MOT-LK-BWKFFSLWW0000013,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,105.0,42.8,,
MOT-LK-BWKFFSLWW0000014,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,96.0,29.9,,
MOT-LK-BWKFFSLWW0000015,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,103.0,33.2,,
MOT-LK-BWKFFSLWW0000016,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,102.0,36.3,,
MOT-LK-BWKFFSLWW0000017,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,107.0,41.3,,
MOT-LK-BWKFFSLWW0000018,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,110.0,47.5,,
MOT-LK-BWKFFSLWW0000019,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,93.0,29.5,,
MOT-LK-BWKFFSLWW0000020,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,75.0,15.5,,
MOT-LK-BWKFFSLWW0000021,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,86.0,21.1,,
MOT-LK-BWKFFSLWW0000022,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,93.0,26.0,,
MOT-LK-BWKFFSLWW0000023,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,サンフィッシュ科,Lepomis macrochirus macrochirus,ブルーギル,98.0,33.6,,
MOT-LK-BWKFFSLWW0000024,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Tridentiger brevispinis,ヌマチチブ,39.0,1.5,,
MOT-LK-BWKFFSLWW0000025,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius biwaensis,ビワヨシノボリ,28.0,0.5,f,
MOT-LK-BWKFFSLWW0000026,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius biwaensis,ビワヨシノボリ,36.0,0.9,m,
MOT-LK-BWKFFSLWW0000027,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius biwaensis,ビワヨシノボリ,38.0,1.0,m,
MOT-LK-BWKFFSLWW0000028,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius biwaensis,ビワヨシノボリ,33.0,0.8,m,
MOT-LK-BWKFFSLWW0000029,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius biwaensis,ビワヨシノボリ,36.0,0.9,m,
MOT-LK-BWKFFSLWW0000030,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius biwaensis,ビワヨシノボリ,28.0,0.3,f,
MOT-LK-BWKFFSLWW0000031,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius biwaensis,ビワヨシノボリ,36.0,0.9,m,
MOT-LK-BWKFFSLWW0000032,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius isaza,イサザ,57.0,2.3,,
MOT-LK-BWKFFSLWW0000033,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius isaza,イサザ,52.0,2.8,,
MOT-LK-BWKFFSLWW0000034,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius isaza,イサザ,49.0,1.8,,
MOT-LK-BWKFFSLWW0000035,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius isaza,イサザ,57.0,2.2,,
MOT-LK-BWKFFSLWW0000036,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius isaza,イサザ,44.0,1.1,,
MOT-LK-BWKFFSLWW0000037,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius isaza,イサザ,47.0,1.7,,
MOT-LK-BWKFFSLWW0000038,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius isaza,イサザ,51.0,1.8,,
MOT-LK-BWKFFSLWW0000039,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius isaza,イサザ,50.0,1.8,,
MOT-LK-BWKFFSLWW0000040,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,コイ目,コイ科,Hemibarbus barbus,ニゴイ,378.0,920.0,,
MOT-LK-BWKFFSLWW0000041,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,コイ目,コイ科,Hemibarbus barbus,ニゴイ,409.0,1140.0,,
MOT-LK-BWKFFSLWW0000042,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudogobio esocinus,カマツカ,136.0,30.0,,
MOT-LK-BWKFFSLWW0000043,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudogobio esocinus,カマツカ,144.0,36.6,,
MOT-LK-BWKFFSLWW0000044,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudogobio esocinus,カマツカ,158.0,51.9,,
MOT-LK-BWKFFSLWW0000045,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudogobio esocinus,カマツカ,146.0,38.5,,
MOT-LK-BWKFFSLWW0000046,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,28,2016,6,29,エリ,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudogobio esocinus,カマツカ,110.0,15.6,,
MOT-LK-BWKFFSLWW0000047,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius sp. OM,オウミヨシノボリ,43.0,1.6,m,
MOT-LK-BWKFFSLWW0000048,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,56.0,1.7,,
MOT-LK-BWKFFSLWW0000049,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,71.0,2.5,,
MOT-LK-BWKFFSLWW0000050,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,59.0,1.9,,
MOT-LK-BWKFFSLWW0000051,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,ドジョウ科,Misgurnus anguillicaudatus,ドジョウ,27.0,0.1,,
MOT-LK-BWKFFSLWW0000052,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Squalidus chankaensis biwae,スゴモロコ,96.0,20.2,,
MOT-LK-BWKFFSLWW0000053,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Sarcocheilichthys variegatus microoculus,ビワヒガイ,89.0,12.7,,
MOT-LK-BWKFFSLWW0000054,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,サケ目,キュウリウオ科,Plecoglossus altivelis altivelis,アユ,63.0,2.5,,
MOT-LK-BWKFFSLWW0000055,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Hemibarbus barbus,ニゴイ,79.0,8.2,,
MOT-LK-BWKFFSLWW0000056,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Hemibarbus barbus,ニゴイ,104.0,17.5,,
MOT-LK-BWKFFSLWW0000057,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Hemibarbus barbus,ニゴイ,145.0,50.0,,
MOT-LK-BWKFFSLWW0000058,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Hemibarbus barbus,ニゴイ,103.0,16.8,,
MOT-LK-BWKFFSLWW0000059,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,47.0,1.8,,
MOT-LK-BWKFFSLWW0000060,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,47.0,1.8,,
MOT-LK-BWKFFSLWW0000061,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,44.0,1.4,,
MOT-LK-BWKFFSLWW0000062,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,48.0,1.9,,
MOT-LK-BWKFFSLWW0000063,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,44.0,1.3,,
MOT-LK-BWKFFSLWW0000064,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,46.0,1.6,,
MOT-LK-BWKFFSLWW0000065,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,47.0,2.1,,
MOT-LK-BWKFFSLWW0000066,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,46.0,1.7,,
MOT-LK-BWKFFSLWW0000067,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,40.0,1.1,,
MOT-LK-BWKFFSLWW0000068,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,46.0,1.6,,
MOT-LK-BWKFFSLWW0000069,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,42.0,1.3,,
MOT-LK-BWKFFSLWW0000070,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,46.0,1.6,,
MOT-LK-BWKFFSLWW0000071,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,38.0,0.9,,
MOT-LK-BWKFFSLWW0000072,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Pseudaspius hakonensis ,ウグイ,44.0,1.4,,
MOT-LK-BWKFFSLWW0000073,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys uncirostris uncirostris,ハス,79.0,5.9,,
MOT-LK-BWKFFSLWW0000074,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys uncirostris uncirostris,ハス,68.0,4.3,,
MOT-LK-BWKFFSLWW0000075,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys uncirostris uncirostris,ハス,69.0,4.8,,
MOT-LK-BWKFFSLWW0000076,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys uncirostris uncirostris,ハス,82.0,7.4,,
MOT-LK-BWKFFSLWW0000077,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys uncirostris uncirostris,ハス,66.0,3.7,,
MOT-LK-BWKFFSLWW0000078,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys uncirostris uncirostris,ハス,88.0,8.9,,
MOT-LK-BWKFFSLWW0000079,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys uncirostris uncirostris,ハス,65.0,3.5,,
MOT-LK-BWKFFSLWW0000080,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys uncirostris uncirostris,ハス,74.0,5.1,,
MOT-LK-BWKFFSLWW0000081,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys uncirostris uncirostris,ハス,78.0,6.3,,
MOT-LK-BWKFFSLWW0000082,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys uncirostris uncirostris,ハス,75.0,5.3,,
MOT-LK-BWKFFSLWW0000083,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys uncirostris uncirostris,ハス,70.0,4.9,,
MOT-LK-BWKFFSLWW0000084,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys uncirostris uncirostris,ハス,72.0,5.1,,
MOT-LK-BWKFFSLWW0000085,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys uncirostris uncirostris,ハス,56.0,2.2,,
MOT-LK-BWKFFSLWW0000086,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys uncirostris uncirostris,ハス,63.0,3.3,,
MOT-LK-BWKFFSLWW0000087,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,コイ目,コイ科,Opsariichthys platypus,オイカワ,87.0,10.9,,
MOT-LK-BWKFFSLWW0000088,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,66.0,5.2,,
MOT-LK-BWKFFSLWW0000089,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,84.0,7.3,,
MOT-LK-BWKFFSLWW0000090,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,69.0,4.6,,
MOT-LK-BWKFFSLWW0000091,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,69.0,5.7,,
MOT-LK-BWKFFSLWW0000092,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,69.0,5.8,,
MOT-LK-BWKFFSLWW0000093,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,64.0,4.3,,
MOT-LK-BWKFFSLWW0000094,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Gymnogobius urotaenia,ウキゴリ,31.0,0.4,,
MOT-LK-BWKFFSLWW0000095,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,カジカ科,Cottus reinii,ウツセミカジカ,42.0,1.6,,
MOT-LK-BWKFFSLWW0000096,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius biwaensis,ビワヨシノボリ,33.0,0.7,m,
MOT-LK-BWKFFSLWW0000097,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius biwaensis,ビワヨシノボリ,28.0,0.5,m,
MOT-LK-BWKFFSLWW0000098,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius biwaensis,ビワヨシノボリ,26.0,0.4,f,
MOT-LK-BWKFFSLWW0000099,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Rhinogobius biwaensis,ビワヨシノボリ,27.0,0.5,m,
MOT-LK-BWKFFSLWW0000100,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Tridentiger brevispinis,ヌマチチブ,42.0,2.0,,
MOT-LK-BWKFFSLWW0000101,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Tridentiger brevispinis,ヌマチチブ,43.0,2.4,,
MOT-LK-BWKFFSLWW0000102,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Tridentiger brevispinis,ヌマチチブ,38.0,1.2,,
MOT-LK-BWKFFSLWW0000103,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Tridentiger brevispinis,ヌマチチブ,36.0,1.5,,
MOT-LK-BWKFFSLWW0000104,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Tridentiger brevispinis,ヌマチチブ,44.0,2.0,,
MOT-LK-BWKFFSLWW0000105,BWK,琵琶湖,mem2016LKBWK_FF,2016,6,29,2016,6,29,2016,6,29,タモ網・投網,脊索動物門,硬骨魚綱,スズキ目,ハゼ科,Tridentiger brevispinis,ヌマチチブ,38.0,1.2,,
